,Open
2021-04-19,14152.2099609375
2021-04-20,14152.2099609375
2021-04-21,14152.2099609375
2021-04-22,14152.2099609375
2021-04-23,14152.2099609375
2021-04-26,14152.2099609375
2021-04-27,14152.2099609375
