,Close
2021-04-19,2313.14541124072
2021-04-20,2328.530812715815
2021-04-21,1922.2336791779305
2021-04-22,1801.1804516811421
2021-04-23,1647.210510339609
2021-04-26,1551.8084796869325
2021-04-27,1402.587438270383
