,Close
2021-04-19,133.4352407421534
2021-04-20,133.93539975928567
2021-04-21,134.42655880612017
2021-04-22,134.92665602209652
2021-04-23,136.59851998667554
2021-04-26,138.14158637916128
2021-04-27,138.74751431716285
2021-04-28,138.75880796786478
2021-04-29,138.77010455347587
2021-04-30,138.7814040747588
2021-05-03,138.81532026026863
2021-05-04,138.8266315318699
2021-05-05,138.83794574295953
2021-05-06,138.8492628943014
