,Open
2021-04-19,14105.22509765625
2021-04-20,14151.339843750002
2021-04-21,14197.454589843752
2021-04-22,14243.569335937504
2021-04-23,14289.684082031254
2021-04-26,14335.798828125004
2021-04-27,14381.913574218755
