,Close
2021-04-19,14053.814777441465
2021-04-20,14053.940168237044
2021-04-21,14050.253758125187
2021-04-22,14042.90303487374
2021-04-23,14032.071452824419
2021-04-26,13958.345851442764
2021-04-27,13936.074793074127
