,Close
2021-04-19,4190.848806938093
2021-04-20,4205.573659800722
2021-04-21,4224.813574670916
2021-04-22,4233.875586649536
2021-04-23,4245.167941463337
2021-04-26,4259.2605824787415
2021-04-27,4272.110907607508
