,Close
2021-04-19,136.58296303302686
2021-04-20,136.99841726013156
2021-04-21,136.8554355733825
2021-04-22,137.0553299842674
2021-04-23,138.04940056410115
2021-04-26,138.28732251379617
2021-04-27,138.6762099845358
