,Open
2021-04-19,13477.930076850489
2021-04-20,13477.930076850489
2021-04-21,13477.930076850489
2021-04-22,13477.930076850489
2021-04-23,13477.930076850489
2021-04-26,13477.930076850489
2021-04-27,13477.930076850489
2021-04-28,13477.930076850489
2021-04-29,13477.930076850489
2021-04-30,13477.930076850489
2021-05-03,13477.930076850489
2021-05-04,13477.930076850489
