,Open
2021-04-19,219.54067929123158
2021-04-20,219.7225586575166
2021-04-21,219.90443802380162
2021-04-22,220.08631739008663
2021-04-23,220.26819675637165
2021-04-26,220.81383485522673
2021-04-27,220.99571422151175
2021-04-28,221.17759358779637
2021-04-29,221.3594729540814
2021-04-30,221.54135232036643
2021-05-03,222.08699041922148
2021-05-04,222.2688697855065
