,ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,containment,spl,contour,smape_weighted,mae_weighted,rmse_weighted,containment_weighted,contour_weighted,spl_weighted,TotalRuntimeSeconds,Score
73,b14b1c0783fbba616e02aa255ee98e9a,SeasonalNaive,"{""method"": ""Mean"", ""lag_1"": 168, ""lag_2"": 364}","{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""PowerTransformer"", ""1"": ""DifferencedTransformer"", ""2"": ""Detrend""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {""model"": ""Linear""}}}",0,1,0.7200691941261136,29.921517842071506,31.10304087583174,1.0,1.8853416049365657,0.5,0.7200691941261136,29.921517842071506,31.10304087583174,1.0,0.5,1.8853416049365657,1,10.121683799986467
74,b33027771082d24ebfaf9273ac3e3cbb,SeasonalNaive,"{""method"": ""Mean"", ""lag_1"": 4, ""lag_2"": 24}","{""fillna"": ""mean"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""RobustScaler""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 4, ""fillna"": null}, ""1"": {}}}",0,1,157.23040009590494,3662.1255295814567,3662.2277090384323,0.0,116.00140454880582,0.5,157.23040009590494,3662.1255295814567,3662.2277090384323,0.0,0.5,116.00140454880582,1,1747.1409992186882
75,b4225f84ef58ddfa2cdc30994e7f9d67,SeasonalNaive,"{""method"": ""Median"", ""lag_1"": 7, ""lag_2"": ""None""}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""RollingMeanTransformer"", ""1"": ""RobustScaler"", ""2"": ""RobustScaler"", ""3"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {""fixed"": true, ""window"": 3}, ""1"": {}, ""2"": {}, ""3"": {}}}",0,1,0.789032753973435,32.774451997545235,37.612809498675645,1.0,0.9884415114568025,1.0,0.789032753973435,32.774451997545235,37.612809498675645,1.0,1.0,0.9884415114568025,1,10.25398699103698
76,b62593735c1bff2dbf81909d02431321,SeasonalNaive,"{""method"": ""Mean"", ""lag_1"": 60, ""lag_2"": 364}","{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""RollingMeanTransformer"", ""1"": ""DifferencedTransformer"", ""2"": ""Detrend"", ""3"": ""Slice""}, ""transformation_params"": {""0"": {""fixed"": true, ""window"": 3}, ""1"": {}, ""2"": {""model"": ""Linear""}, ""3"": {""method"": 100}}}",0,3,1.1261705545866432,45.995678397241996,48.65950071420235,0.4444444444444444,0.7385481587397985,0.6666666666666666,1.1261705545866432,45.995678397241996,48.65950071420235,0.4444444444444444,0.6666666666666666,0.7385481587397985,1,13.84637886629254
77,bab7bcb7022df4f6b6373d00b53f299d,SeasonalNaive,"{""method"": ""Median"", ""lag_1"": 24, ""lag_2"": ""None""}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""PowerTransformer"", ""2"": ""Detrend""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}, ""1"": {}, ""2"": {""model"": ""Linear""}}}",0,1,38.654107803846294,1347.6536165189405,1348.1579752325265,1.0,26.012613027210918,0.5,38.654107803846294,1347.6536165189405,1348.1579752325265,1.0,0.5,26.012613027210918,1,457.32085369337517
78,bbb5a7f94d6a591a9d572fa1fe79c954,SeasonalNaive,"{""method"": ""Mean"", ""lag_1"": 364, ""lag_2"": 1}","{""fillna"": ""mean"", ""transformations"": {""0"": ""bkfilter"", ""1"": ""Discretize"", ""2"": ""DifferencedTransformer"", ""3"": ""StandardScaler"", ""4"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""discretization"": ""upper"", ""n_bins"": 10}, ""2"": {}, ""3"": {}, ""4"": {""output_distribution"": ""uniform"", ""n_quantiles"": 1000}}}",0,1,39.68175911945776,1377.5861240998686,1377.8288111093548,0.0,59.40019336402126,0.0,39.68175911945776,1377.5861240998686,1377.8288111093548,0.0,0.0,59.40019336402126,1,498.02842111969454
79,bbcb68287bfa2b124ada313380f8257a,LastValueNaive,{},"{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""CumSumTransformer"", ""1"": ""PowerTransformer"", ""2"": ""Detrend""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {""model"": ""Linear""}}}",0,1,119.33216437776964,4069613.119607393,7046043.293177953,0.0,146713.80584519502,0.5,119.33216437776964,4069613.119607393,7046043.293177953,0.0,0.5,146713.80584519502,1,502944.60227106354
80,c04fba80a34a9702b61701c41f0d2e3e,ZeroesNaive,{},"{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""DifferencedTransformer"", ""1"": ""RobustScaler"", ""2"": ""Slice"", ""3"": ""PositiveShift"", ""4"": ""StandardScaler""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {""method"": 100}, ""3"": {}, ""4"": {}}}",0,3,0.44792561337331543,18.503889973958497,18.739329899183613,0.0,0.7986244020799281,0.8333333333333334,0.44792561337331543,18.503889973958497,18.739329899183613,0.0,0.8333333333333334,0.7986244020799281,1,5.941004631840426
81,c4648614d5778c14cfdd4b22302a73af,SeasonalNaive,"{""method"": ""Mean"", ""lag_1"": 7, ""lag_2"": ""None""}","{""fillna"": ""median"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""PowerTransformer"", ""2"": ""Detrend"", ""3"": ""ClipOutliers"", ""4"": ""Discretize""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 4, ""fillna"": null}, ""1"": {}, ""2"": {""model"": ""Linear""}, ""3"": {""method"": ""clip"", ""std_threshold"": 2, ""fillna"": null}, ""4"": {""discretization"": ""center"", ""n_bins"": 20}}}",0,1,36.46481824550726,1283.1238571591857,1283.5083258283166,1.0,19.113425048069313,0.5,36.46481824550726,1283.1238571591857,1283.5083258283166,1.0,0.5,19.113425048069313,1,427.4024639089133
82,c548fd364375b8218fc7187a3154e4c4,SeasonalNaive,"{""method"": ""LastValue"", ""lag_1"": 2, ""lag_2"": 364}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""DifferencedTransformer"", ""1"": ""RobustScaler"", ""2"": ""RobustScaler"", ""3"": ""DifferencedTransformer"", ""4"": ""RollingMeanTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {}, ""3"": {}, ""4"": {""fixed"": true, ""window"": 7}}}",0,1,185.7554750325825,4003.112026266732,4004.03651786025,0.0,169.5143675331969,1.0,185.7554750325825,4003.112026266732,4004.03651786025,0.0,1.0,169.5143675331969,1,2071.2011278383943
