,Close
2021-04-19,4197.029282784253
2021-04-20,4208.689659719328
2021-04-21,4220.451345648975
2021-04-22,4232.314340573194
2021-04-23,4244.278644491986
2021-04-26,4256.546875394492
2021-04-27,4268.916415291571
