,Close
2021-04-19,759.1028848216536
2021-04-20,765.4592030852637
2021-04-21,771.7371527911781
2021-04-22,777.915456851407
2021-04-23,783.9731753587065
2021-04-26,801.2199542881974
2021-04-27,806.5951244676494
