,Close
2021-04-19,14051.344268794626
2021-04-20,14156.668597066047
2021-04-21,14106.68236779658
2021-04-22,14092.120753381665
2021-04-23,14091.80217234459
2021-04-26,14078.707968879926
2021-04-27,14068.060547456547
