,Close
2021-04-19,4201.498167863628
2021-04-20,4218.298378362224
2021-04-21,4235.88064978025
2021-04-22,4254.255278732228
2021-04-23,4273.433066080986
2021-04-26,4293.425405192951
2021-04-27,4314.244142276301
