,Open
2021-04-19,228.41388588503307
2021-04-20,230.04311133821236
2021-04-21,231.65237310032643
2021-04-22,233.55249384719497
2021-04-23,235.61069055077974
2021-04-26,238.24657423812977
2021-04-27,239.9943901973948
