,Open
2021-04-19,4152.798665892125
2021-04-20,4155.885629037377
2021-04-21,4158.972592182628
2021-04-22,4162.05955532788
2021-04-23,4165.146518473131
2021-04-26,4174.407407908893
2021-04-27,4177.494371054145
2021-04-28,4180.581334199396
2021-04-29,4183.668297344655
2021-04-30,4186.7552604899065
2021-05-03,4196.016149925661
2021-05-04,4199.10311307092
