,Open
2021-04-19,712.1389278236544
2021-04-20,716.255510633995
2021-04-21,709.0968221662422
2021-04-22,717.9641860486327
2021-04-23,730.3093628195548
2021-04-26,752.3965900387102
2021-04-27,755.5418692127189
