,Open
2021-04-19,14117.806489954068
2021-04-20,14197.3045620766
2021-04-21,14295.343886808194
2021-04-22,14378.988834347729
2021-04-23,14484.70792950224
2021-04-26,14574.17801254525
2021-04-27,14686.968449232763
