,Open
2021-04-19,227.9629808899939
2021-04-20,229.25883649610122
2021-04-21,230.99613405820165
2021-04-22,232.94160017717138
2021-04-23,234.87144138529732
2021-04-26,237.33851010537967
2021-04-27,239.80557882546202
