,Open
2021-04-19,4188.089600258852
2021-04-20,4199.252069907289
2021-04-21,4222.987543723341
2021-04-22,4244.898124210935
2021-04-23,4268.673642480418
2021-04-26,4280.006524065106
2021-04-27,4293.453986988588
