,Open
2021-04-19,227.14361817788838
2021-04-20,227.96476759737772
2021-04-21,229.44032518882634
2021-04-22,230.53688959382413
2021-04-23,231.85294367137
2021-04-26,233.041882755619
2021-04-27,234.30443906902187
