,Open
2021-04-19,4171.225380657582
2021-04-20,4171.699593351051
2021-04-21,4172.079002420003
2021-04-22,4172.3825545982445
2021-04-23,4172.625412305353
2021-04-26,4172.819708698983
2021-04-27,4172.975152368121
