,Close
2021-04-19,14049.072590747997
2021-04-20,14139.384781485654
2021-04-21,14107.95217419285
2021-04-22,14224.266062037672
2021-04-23,14169.457518826272
2021-04-26,14319.334778561111
2021-04-27,14238.304063704885
