,Close
2021-04-19,135.53844520045382
2021-04-20,135.93870027621642
2021-04-21,136.30598153143674
2021-04-22,136.63850660209297
2021-04-23,136.93466179101344
2021-04-26,137.59145952086575
2021-04-27,137.7296274151984
