,Close
2021-04-19,5.067518987905883
2021-04-20,5.059831448966509
2021-04-21,5.051172252880698
2021-04-22,5.041614305045475
2021-04-23,5.031238077825134
2021-04-26,4.996103320020848
2021-04-27,4.983385150358643
